,ADDRTYPE,SDOT_COLCODE,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,YEAR
71850,Intersection,11,Overcast,Dry,Daylight,,2008
71859,Intersection,11,Clear,Dry,Dark - Street Lights On,,2009
71869,Intersection,11,Clear,Wet,Dark - Street Lights On,,2009
71882,Intersection,11,Raining,Wet,Daylight,,2009
71891,Intersection,11,Raining,Wet,Dark - Street Lights On,,2008
71900,Block,11,Raining,Wet,Dark - Street Lights On,Y,2008
71914,Intersection,11,Clear,Dry,Daylight,,2008
71917,Intersection,11,Raining,Wet,Daylight,,2008
71918,Intersection,11,Overcast,Wet,Daylight,,2008
71937,Intersection,11,Clear,Dry,Daylight,,2008
71947,Intersection,11,Clear,Dry,Daylight,,2008
71951,Intersection,11,Clear,Dry,Daylight,,2009
71958,Intersection,11,Clear,Dry,Daylight,,2008
71960,Intersection,11,Clear,Dry,Daylight,,2008
71965,Intersection,11,Snowing,Wet,Daylight,,2009
71973,Intersection,11,Clear,Dry,Daylight,,2008
71982,Block,11,Overcast,Wet,Dark - Street Lights On,,2008
71992,Intersection,11,Clear,Dry,Dark - Street Lights On,,2008
72009,Intersection,11,Clear,Dry,Daylight,,2009
72017,Intersection,11,Raining,Wet,Daylight,,2008
72019,Intersection,11,Clear,Dry,Daylight,,2009
72020,Intersection,11,Clear,Wet,Daylight,,2009
72024,Intersection,11,Clear,Dry,Daylight,,2008
72026,Intersection,11,Overcast,Dry,Daylight,,2009
72028,Intersection,11,Clear,Dry,Daylight,,2009
72035,Intersection,11,Clear,Dry,Daylight,,2008
72038,Intersection,11,Overcast,Dry,Daylight,,2009
72039,Intersection,11,Clear,Dry,Daylight,,2008
72057,Intersection,11,Clear,Dry,Daylight,,2009
72063,Intersection,11,Overcast,Dry,Daylight,,2008
72064,Intersection,11,Raining,Wet,Dawn,,2008
72068,Intersection,11,Clear,Wet,Daylight,,2009
72073,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
72080,Intersection,11,Clear,Dry,Daylight,Y,2008
72086,Intersection,11,Clear,Dry,Daylight,,2009
72090,Intersection,11,Clear,Dry,Daylight,,2009
72098,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
72118,Intersection,11,Clear,Dry,Unknown,,2008
72133,Intersection,11,Clear,Dry,Daylight,,2009
72138,Intersection,11,Clear,Dry,Daylight,,2009
72153,Block,11,Raining,Wet,Daylight,,2009
72155,Intersection,14,Clear,Snow/Slush,Daylight,,2008
72160,Block,14,Clear,Dry,Dusk,,2009
72163,Intersection,11,Clear,Dry,Daylight,,2008
72166,Intersection,11,Clear,Dry,Daylight,,2009
72179,Intersection,11,Clear,Dry,Dark - Street Lights Off,,2008
72188,Block,11,Clear,Dry,Daylight,,2009
72193,Intersection,11,Overcast,Dry,Daylight,,2008
72202,Intersection,11,Clear,Dry,Daylight,,2008
72204,Intersection,11,Clear,Dry,Daylight,,2008
72212,Intersection,11,Clear,Dry,Daylight,,2009
72213,Intersection,11,Clear,Dry,Daylight,,2009
72216,Intersection,11,Clear,Dry,Daylight,,2009
72258,Intersection,11,Raining,Wet,Dark - No Street Lights,Y,2009
72260,Intersection,11,Raining,Wet,Dark - Street Lights Off,,2008
72263,Block,11,Raining,Wet,Daylight,,2009
72270,Intersection,11,Clear,Dry,Daylight,,2008
72290,Intersection,11,Raining,Wet,Daylight,,2008
72294,Intersection,11,Clear,Dry,Daylight,,2009
72303,Intersection,11,Clear,Dry,Daylight,,2009
72308,Intersection,11,Clear,Dry,Daylight,,2009
72316,Intersection,11,Clear,Dry,Daylight,,2009
72320,Intersection,14,Raining,Wet,Daylight,,2009
72321,Block,11,Raining,Wet,Daylight,Y,2009
72324,Intersection,11,Overcast,Dry,Daylight,,2008
72326,Intersection,11,Overcast,Dry,Dusk,,2009
72327,Intersection,11,Raining,Wet,Daylight,,2009
72328,Intersection,11,Clear,Dry,Daylight,,2008
72331,Intersection,11,Overcast,Dry,Daylight,,2008
72334,Intersection,11,Clear,Dry,Dawn,,2009
72335,Intersection,11,Clear,Wet,Dark - Street Lights On,,2008
72341,Intersection,11,Overcast,Wet,Daylight,,2009
72342,Intersection,11,Raining,Wet,Daylight,Y,2009
72344,Intersection,11,Clear,Dry,Daylight,,2009
72353,Block,11,Clear,Dry,Daylight,,2009
72355,Intersection,11,Raining,Wet,Daylight,,2008
72362,Intersection,11,Clear,Dry,Daylight,,2009
72377,Intersection,11,Clear,Dry,Daylight,,2008
72393,Intersection,11,Clear,Dry,Daylight,,2009
72394,Intersection,11,Clear,Wet,Dawn,,2009
72396,Intersection,11,Overcast,Dry,Daylight,,2009
72398,Block,11,Clear,Dry,Daylight,,2009
72403,Intersection,11,Clear,Dry,Daylight,,2009
72408,Intersection,11,Clear,Dry,Daylight,,2007
72415,Block,11,Clear,Dry,Daylight,,2009
72432,Intersection,11,Clear,Dry,Daylight,,2009
72434,Intersection,11,Clear,Dry,Daylight,,2008
72444,Intersection,11,Clear,Dry,Daylight,,2008
72446,Intersection,11,Clear,Dry,Dark - Street Lights On,,2008
72447,Block,11,Clear,Dry,Daylight,,2009
72448,Intersection,11,Clear,Dry,Dark - Street Lights On,,2008
72450,Intersection,11,Overcast,Wet,Daylight,,2009
72451,Intersection,11,Clear,Dry,Daylight,,2009
72452,Intersection,11,Unknown,Dry,Daylight,,2008
72458,Intersection,11,Clear,Dry,Daylight,,2009
72460,Block,11,Clear,Dry,Daylight,,2009
72462,Intersection,14,Clear,Dry,Daylight,,2009
72471,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
72479,Intersection,11,Clear,Dry,Dark - Street Lights On,,2008
72482,Intersection,11,Clear,Dry,Daylight,,2009
72503,Intersection,11,Clear,Dry,Dark - Street Lights On,,2008
72514,Intersection,11,Clear,Dry,Dark - Street Lights On,,2008
72533,Alley,11,Clear,Dry,Dark - Street Lights On,Y,2009
72540,Intersection,11,Raining,Wet,Daylight,,2009
72545,Alley,0,Clear,Dry,Daylight,,2009
72563,Intersection,11,Raining,Wet,Dark - Street Lights On,,2008
72570,Intersection,11,Clear,Dry,Daylight,,2009
72587,Intersection,11,Raining,Wet,Daylight,,2008
72591,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
72594,Intersection,14,Clear,Wet,Daylight,,2008
72604,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2008
72605,Block,11,Raining,Wet,Daylight,,2009
72606,Intersection,11,Overcast,Unknown,Daylight,,2008
72607,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2009
72608,Intersection,11,Overcast,Dry,Daylight,,2009
72615,Intersection,11,Overcast,Wet,Daylight,,2009
72627,Intersection,11,Clear,Dry,Daylight,,2008
72632,Intersection,11,Clear,Dry,Daylight,,2008
72645,Block,11,Clear,Wet,Daylight,,2009
72647,Intersection,11,Raining,Wet,Daylight,,2009
72652,Block,11,Clear,Dry,Daylight,,2009
72654,Intersection,16,Raining,Wet,Dark - Street Lights On,,2009
72656,Intersection,11,Clear,Dry,Daylight,,2008
72657,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
72661,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
72664,Intersection,11,Raining,Wet,Daylight,,2008
72671,Intersection,11,Clear,Dry,Daylight,,2008
72675,Intersection,11,Clear,Dry,Daylight,,2009
72681,Alley,11,Overcast,Dry,Daylight,,2009
72691,Intersection,11,Clear,Dry,Daylight,,2008
72694,Block,11,Clear,Dry,Daylight,,2009
72695,Block,11,Clear,Dry,Dusk,,2008
72703,Block,11,Overcast,Wet,Daylight,,2009
72719,Intersection,11,Clear,Dry,Daylight,,2009
72720,Intersection,11,Raining,Wet,Daylight,,2008
72721,Intersection,11,Clear,Dry,Dawn,,2008
72723,Intersection,14,Clear,Dry,Daylight,,2009
72725,Intersection,11,Raining,Wet,Dark - Street Lights On,,2008
72726,Block,11,Raining,Wet,Dark - Street Lights On,,2009
72728,Intersection,11,Raining,Wet,Dark - Street Lights On,Y,2008
72745,Intersection,11,Unknown,Unknown,Dark - Street Lights On,,2008
72748,Intersection,11,Raining,Wet,Dawn,,2008
72750,Intersection,11,Overcast,Wet,Daylight,,2008
72754,Intersection,11,Clear,Dry,Dark - Street Lights On,,2008
72759,Intersection,11,Overcast,Dry,Daylight,,2008
72761,Intersection,11,Raining,Wet,Daylight,,2009
72768,Intersection,11,Clear,Dry,Daylight,,2008
72777,Intersection,11,Raining,Wet,Dark - Street Lights On,,2008
72785,Intersection,11,Raining,Wet,Dusk,,2009
72786,Intersection,11,Overcast,Ice,Daylight,,2008
72793,Intersection,11,Clear,Dry,Daylight,,2008
72802,Intersection,11,Clear,Dry,Daylight,,2008
72803,Intersection,11,Clear,Dry,Daylight,,2008
72817,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
72824,Intersection,14,Clear,Dry,Daylight,,2008
72828,Intersection,11,Clear,Dry,Daylight,,2009
72844,Intersection,11,Clear,Dry,Daylight,,2008
72847,Intersection,11,Raining,Wet,Daylight,,2009
72853,Intersection,11,Raining,Wet,Daylight,,2008
72869,Intersection,11,Clear,Dry,Daylight,,2008
72875,Intersection,11,Clear,Dry,Daylight,,2009
72877,Intersection,11,Clear,Dry,Daylight,,2009
72881,Block,14,Overcast,Wet,Daylight,,2009
72890,Intersection,11,Clear,Dry,Dark - Street Lights On,,2009
72892,Intersection,11,Overcast,Wet,Daylight,,2008
72925,Intersection,11,Raining,Dry,Daylight,Y,2009
72928,Block,14,Clear,Dry,Daylight,,2009
72937,Intersection,11,Clear,Dry,Daylight,,2009
72956,Intersection,11,Clear,Dry,Daylight,,2008
72959,Intersection,11,Clear,Dry,Daylight,,2009
72963,Intersection,11,Clear,Dry,Daylight,Y,2009
72973,Intersection,11,Clear,Dry,Daylight,,2009
72985,Intersection,11,Clear,Dry,Daylight,,2009
73005,Block,11,Clear,Dry,Daylight,,2008
73015,Intersection,11,Clear,Dry,Daylight,,2008
73026,Intersection,11,Overcast,Dry,Daylight,,2008
73028,Block,11,Raining,Wet,Dark - Street Lights On,,2009
73034,Block,11,Overcast,Wet,Daylight,Y,2008
73035,Block,11,Clear,Dry,Daylight,,2009
73037,Intersection,11,Clear,Dry,Daylight,,2008
73041,Intersection,11,Clear,Dry,Daylight,,2008
73045,Block,11,Clear,Dry,Daylight,,2009
73046,Intersection,11,Clear,Dry,Dark - Street Lights On,,2008
73047,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
73049,Block,11,Clear,Dry,Daylight,,2009
73054,Block,11,Overcast,Dry,Daylight,,2009
73056,Intersection,11,Clear,Dry,Daylight,,2009
73068,Intersection,11,Clear,Dry,Daylight,,2008
73069,Intersection,11,Clear,Dry,Dark - Street Lights On,,2009
73083,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
73086,Intersection,11,Snowing,Snow/Slush,Dark - Street Lights On,Y,2008
73088,Intersection,11,Clear,Dry,Daylight,,2008
73089,Intersection,11,Raining,Wet,Daylight,,2009
73095,Intersection,11,Raining,Wet,Daylight,,2008
73112,Intersection,11,Clear,Dry,Daylight,,2009
73113,Intersection,14,Clear,Dry,Daylight,,2008
73118,Intersection,11,Clear,Dry,Daylight,,2009
73128,Intersection,11,Clear,Dry,Dark - Street Lights On,,2008
73139,Intersection,11,Raining,Wet,Dark - Street Lights On,Y,2008
73142,Intersection,11,Raining,Wet,Daylight,,2009
73143,Intersection,11,Clear,Dry,Dawn,,2008
73153,Intersection,11,Clear,Dry,Daylight,,2008
73155,Intersection,11,Unknown,Wet,Daylight,,2008
73163,Intersection,11,Clear,Dry,Daylight,,2009
73169,Intersection,11,Clear,Dry,Daylight,,2009
73173,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
73183,Intersection,11,Clear,Dry,Daylight,,2009
73187,Intersection,11,Clear,Dry,Daylight,Y,2009
73188,Block,11,Clear,Dry,Daylight,,2009
73189,Block,11,Clear,Dry,Daylight,,2009
73198,Block,11,Overcast,Wet,Daylight,,2009
73203,Intersection,11,Clear,Dry,Daylight,,2008
73209,Intersection,11,Clear,Dry,Daylight,,2009
73215,Intersection,11,Clear,Dry,Daylight,,2009
73219,Intersection,11,Overcast,Wet,Dusk,,2008
73229,Intersection,11,Clear,Dry,Daylight,,2009
73232,Intersection,11,Clear,Dry,Daylight,,2009
73235,Intersection,11,Clear,Dry,Daylight,,2009
73238,Intersection,11,Clear,Dry,Dusk,,2009
73260,Intersection,11,Clear,Dry,Daylight,,2009
73270,Intersection,11,Clear,Dry,Daylight,,2008
73280,Intersection,11,Clear,Dry,Daylight,,2009
73303,Intersection,11,Clear,Dry,Dark - Street Lights Off,,2009
73319,Block,11,Clear,Dry,Daylight,,2009
73320,Intersection,11,Clear,Dry,Daylight,,2008
73327,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
73330,Block,11,Raining,Wet,Daylight,,2009
73345,Intersection,11,Clear,Dry,Daylight,,2008
73349,Intersection,11,Clear,Dry,Daylight,,2009
73351,Intersection,11,Clear,Dry,Daylight,,2009
73359,Intersection,11,Clear,Dry,Dusk,,2008
73365,Intersection,11,Clear,Dry,Daylight,,2009
73366,Intersection,11,Clear,Dry,Daylight,,2008
73367,Intersection,11,Clear,Dry,Daylight,,2009
73368,Intersection,11,Raining,Wet,Daylight,,2008
73370,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
73383,Intersection,11,Raining,Wet,Daylight,Y,2008
73386,Block,14,Clear,Dry,Daylight,,2009
73387,Intersection,11,Clear,Dry,Daylight,,2009
73400,Block,11,Raining,Wet,Dark - Street Lights On,Y,2009
73408,Intersection,11,Clear,Wet,Daylight,,2008
73410,Intersection,11,Clear,Dry,Daylight,,2009
73412,Intersection,11,Clear,Dry,Dark - Street Lights On,,2008
73417,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
73425,Intersection,11,Clear,Dry,Dark - Street Lights On,,2009
73426,Block,11,Overcast,Ice,Dark - Street Lights On,,2009
73434,Intersection,11,Snowing,Wet,Daylight,,2009
73445,Intersection,11,Clear,Dry,Daylight,,2009
73449,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2008
73459,Intersection,11,Clear,Dry,Daylight,,2009
73460,Intersection,11,Raining,Wet,Dusk,,2009
73485,Intersection,11,Clear,Dry,Daylight,,2009
73492,Intersection,11,Clear,Dry,Daylight,,2009
73494,Intersection,11,Clear,Dry,Dusk,,2008
73497,Intersection,11,Clear,Dry,Daylight,,2009
73508,Intersection,11,Unknown,Unknown,Dark - Street Lights On,,2008
73513,Intersection,11,Clear,Dry,Dark - Street Lights On,,2009
73515,Intersection,11,Clear,Dry,Daylight,,2009
73517,Block,0,Clear,Dry,Dark - Street Lights On,,2009
73520,Intersection,11,Overcast,Wet,Daylight,,2008
73524,Intersection,11,Raining,Wet,Daylight,,2009
73528,Intersection,11,Raining,Wet,Daylight,,2009
73529,Intersection,11,Clear,Dry,Daylight,,2009
73531,Intersection,11,Raining,Wet,Daylight,,2008
73546,Intersection,11,Clear,Dry,Daylight,,2008
73561,Intersection,11,Raining,Wet,Daylight,,2008
73562,Intersection,11,Raining,Wet,Daylight,,2009
73565,Block,11,Clear,Dry,Daylight,,2009
73569,Block,11,Raining,Wet,Daylight,Y,2008
73570,Intersection,11,Raining,Wet,Daylight,,2008
73572,Intersection,11,Clear,Dry,Daylight,,2009
73577,Intersection,11,Clear,Dry,Daylight,Y,2009
73583,Intersection,11,Sleet/Hail/Freezing Rain,Wet,Dark - Street Lights On,,2009
73595,Intersection,11,Clear,Wet,Daylight,,2008
73596,Intersection,11,Overcast,Dry,Daylight,,2008
73602,Intersection,11,Clear,Dry,Daylight,,2009
73603,Intersection,11,Clear,Dry,Dark - Street Lights On,,2009
73607,Intersection,11,Raining,Wet,Daylight,,2009
73608,Intersection,11,Clear,Dry,Dark - Street Lights On,,2008
73611,Block,11,Snowing,Ice,Daylight,,2008
73613,Intersection,11,Raining,Wet,Daylight,,2009
73616,Intersection,11,Clear,Dry,Daylight,,2009
73633,Intersection,11,Raining,Wet,Daylight,,2008
73634,Intersection,11,Clear,Dry,Daylight,,2009
73640,Intersection,11,Raining,Wet,Daylight,,2008
73642,Block,11,Clear,Dry,Daylight,,2009
73644,Intersection,11,Raining,Wet,Daylight,,2009
73646,Intersection,11,Clear,Dry,Daylight,,2008
73653,Intersection,11,Overcast,Dry,Daylight,,2009
73662,Block,11,Clear,Dry,Daylight,,2009
73685,Intersection,11,Clear,Dry,Daylight,,2009
73687,Intersection,11,Clear,Dry,Dark - Street Lights On,,2009
73694,Intersection,11,Clear,Dry,Daylight,Y,2009
73695,Intersection,14,Unknown,Unknown,Unknown,,2009
73697,Block,11,Clear,Dry,Daylight,,2008
73702,Block,11,Raining,Wet,Daylight,,2009
73704,Intersection,11,Overcast,Wet,Daylight,,2009
73708,Intersection,11,Clear,Dry,Daylight,,2009
73730,Block,11,Clear,Dry,Daylight,,2009
73766,Intersection,16,Clear,Dry,Daylight,,2009
73769,Block,14,Clear,Dry,Daylight,,2009
73773,Intersection,11,Unknown,Ice,Unknown,,2009
73774,Block,11,Clear,Dry,Daylight,,2009
73777,Intersection,11,Clear,Dry,Daylight,,2009
73779,Intersection,11,Clear,Dry,Daylight,,2009
73780,Intersection,11,Overcast,Dry,Daylight,,2008
73782,Intersection,11,Clear,Dry,Daylight,,2009
73783,Intersection,11,Raining,Wet,Daylight,,2008
73787,Block,11,Clear,Dry,Dark - Street Lights On,,2009
73790,Intersection,11,Snowing,Snow/Slush,Dark - Street Lights On,Y,2009
73793,Intersection,11,Clear,Dry,Daylight,,2009
73809,Intersection,11,Clear,Wet,Daylight,,2009
73819,Intersection,11,Clear,Dry,Daylight,,2009
73827,Intersection,11,Other,Dry,Daylight,,2008
73828,Block,11,Clear,Dry,Dusk,,2009
73836,Intersection,11,Raining,Wet,Daylight,,2009
73839,Intersection,11,Clear,Dry,Daylight,,2009
73842,Block,11,Clear,Dry,Dark - Street Lights On,,2008
73848,Block,11,Raining,Wet,Daylight,,2009
73849,Intersection,11,Clear,Dry,Daylight,,2009
73862,Intersection,11,Clear,Dry,Daylight,,2009
73868,Intersection,11,Overcast,Dry,Daylight,,2009
73878,Intersection,11,Clear,Dry,Dark - Street Lights On,,2009
73880,Intersection,11,Clear,Dry,Dawn,,2009
73891,Intersection,11,Raining,Wet,Dusk,,2009
73893,Intersection,14,Clear,Dry,Daylight,,2008
73898,Intersection,15,Clear,Dry,Daylight,,2009
73900,Intersection,11,Clear,Dry,Dark - No Street Lights,,2008
73901,Block,11,Clear,Dry,Dark - Street Lights On,,2009
73902,Intersection,11,Clear,Dry,Daylight,,2009
73905,Intersection,11,Raining,Wet,Daylight,,2008
73909,Intersection,11,Overcast,Wet,Dusk,,2009
73912,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2009
73914,Intersection,11,Raining,Wet,Daylight,,2008
73915,Block,11,Clear,Dry,Dusk,,2009
73921,Intersection,11,Clear,Dry,Daylight,,2008
73923,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2009
73932,Intersection,11,Overcast,Wet,Daylight,,2009
73933,Intersection,11,Overcast,Wet,Dawn,,2009
73936,Intersection,11,Clear,Dry,Daylight,Y,2009
73950,Intersection,11,Raining,Wet,Daylight,,2009
73954,Intersection,11,Overcast,Wet,Daylight,,2009
73956,Intersection,11,Clear,Dry,Daylight,,2008
73961,Block,14,Clear,Dry,Dark - Street Lights On,,2009
73975,Intersection,11,Clear,Dry,Dark - Street Lights On,,2008
73982,Intersection,11,Clear,Dry,Daylight,,2009
73984,Intersection,11,Clear,Wet,Daylight,,2009
73994,Intersection,11,Clear,Dry,Daylight,,2009
73996,Intersection,11,Clear,Dry,Daylight,,2008
74006,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
74008,Block,11,Overcast,Dry,Dark - Street Lights On,,2009
74014,Intersection,11,Clear,Dry,Daylight,,2009
74022,Intersection,11,Clear,Dry,Daylight,,2009
74023,Block,11,Clear,Dry,Daylight,,2009
74027,Intersection,11,Clear,Dry,Dark - Street Lights On,,2009
74042,Intersection,11,Clear,Wet,Daylight,,2009
74044,Intersection,11,Overcast,Dry,Daylight,,2008
74046,Intersection,11,Raining,Wet,Dark - Street Lights On,,2009
74057,Block,11,Clear,Dry,Daylight,,2009
74071,Intersection,11,Clear,Dry,Daylight,,2008
74074,Block,11,Clear,Dry,Daylight,,2009
74077,Intersection,11,Clear,Dry,Daylight,,2009
74080,Intersection,11,Clear,Dry,Daylight,,2008
74084,Intersection,11,Clear,Dry,Dark - Street Lights On,,2009
74095,Intersection,11,Overcast,Dry,Daylight,Y,2008
74100,Intersection,11,Clear,Dry,Daylight,,2008
74103,Intersection,11,Clear,Dry,Daylight,,2009
74129,Intersection,11,Raining,Wet,Daylight,Y,2008
74131,Intersection,11,Clear,Dry,Daylight,,2008
74133,Intersection,11,Clear,Dry,Daylight,,2009
74138,Intersection,11,Clear,Dry,Daylight,,2008
74143,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2009
74146,Block,11,Unknown,Unknown,Daylight,,2009
74147,Intersection,11,Overcast,Wet,Daylight,,2009
74168,Intersection,11,Clear,Dry,Daylight,,2008
74172,Block,11,Clear,Dry,Dark - Street Lights On,,2009
74177,Intersection,11,Clear,Dry,Dark - Street Lights On,Y,2009
74178,Block,11,Clear,Dry,Daylight,,2009
74181,Block,11,Clear,Dry,Daylight,,2008
74185,Intersection,11,Clear,Dry,Daylight,,2009
74188,Block,11,Clear,Dry,Daylight,,2009
74192,Intersection,11,Clear,Dry,Daylight,,2009
74202,Intersection,11,Clear,Dry,Daylight,,2009
74204,Intersection,11,Clear,Dry,Dusk,,2008
74206,Intersection,11,Raining,Wet,Daylight,,2009
74213,Block,11,Clear,Dry,Dark - Street Lights On,,2009
74215,Intersection,11,Clear,Dry,Daylight,,2009
74217,Block,14,Clear,Dry,Daylight,,2009
74223,Intersection,11,Clear,Dry,Daylight,,2009
74227,Intersection,11,Clear,Dry,Daylight,,2009
